title,theme,status,workDate,endWorkDate,pubDate,mediumURL,liPubDate,linkedinURL,canonicalSite,blogURL,blogPath,cartoon,chatDate,draftPath,notes,altText,caption
Day Zero or Deja Zero: When Chaos Became a Claude Project,insight,published,2025-06-23,,2025-07-20,https://medium.com/building-piper-morgan/day-zero-or-d%C3%A9j%C3%A0-zero-when-chaos-became-a-claude-project-2965731c90bc,2025-07-20,https://www.linkedin.com/pulse/day-zero-d%C3%A9j%C3%A0-when-chaos-became-claude-project-christian-crumlish-d2s8c/?trackingId=FglxyedwQ%2FCaVP6d9HIo6Q%3D%3D,distributed,,,,,,
The Integration Reality Check,building,published,2025-06-24,,2025-07-21,https://medium.com/building-piper-morgan/the-integration-reality-check-72145777c406,2025-07-31,https://www.linkedin.com/pulse/integration-reality-check-christian-crumlish-kwz1c/,distributed,,,,,,
7/20: When Multiple AIs Can Still Drift Together,building,published,2025-06-15,,2025-07-22,https://medium.com/building-piper-morgan/when-multiple-ais-can-still-drift-together-0caeeadf7ef5,2025-07-23,https://www.linkedin.com/pulse/when-multiple-ais-drift-together-christian-crumlish-apoxc/?trackingId=H4vYgfRtR5CUfsSz8E0qIg%3D%3D,distributed,,,,,,
7/22: When Architecture Principles Trump Tactical Convenience,building,published,2025-06-16,,2025-07-23,https://medium.com/building-piper-morgan/when-architecture-principles-trump-tactical-convenience-7d71c9e5316d,2025-07-24,https://www.linkedin.com/pulse/when-architecture-principles-trump-tactical-christian-crumlish-lmmpc/,distributed,,,,,,
7/20: Digging Out of the Complexity Hole,building,published,2025-06-17,,2025-07-24,https://medium.com/building-piper-morgan/digging-out-of-the-complexity-hole-117b25fa6bae,2025-07-25,https://www.linkedin.com/pulse/digging-out-complexity-hole-christian-crumlish-l97yc/,distributed,,,,,,
7/20: Successful Prototype Syndrome,building,published,2025-06-19,,2025-07-24,https://medium.com/building-piper-morgan/successful-prototype-syndrome-34c725384254,2025-07-28,https://www.linkedin.com/pulse/successful-prototype-syndrome-christian-crumlish-akinc/,distributed,,,,,,
When Your Docs Lie,building,published,2025-06-21,2025-06-22,2025-07-25,https://medium.com/building-piper-morgan/when-your-docs-lie-98ad7b8cefd0,2025-07-29,https://www.linkedin.com/pulse/when-your-docs-lie-christian-crumlish-vmurc/,distributed,,,,,,
When TDD Saves Your Architecture,building,published,2025-06-25,,2025-07-25,https://medium.com/building-piper-morgan/when-tdd-saves-your-architecture-ca9c8039b20d,2025-08-01,https://www.linkedin.com/pulse/when-tdd-saves-your-architecture-christian-crumlish-wzipc/,distributed,,,,,,
Naming Piper Morgan,insight,published,2025-05-29,,2025-07-26,https://medium.com/building-piper-morgan/naming-piper-morgan-9efacddc4804,2025-07-26,https://www.linkedin.com/pulse/naming-piper-morgan-christian-crumlish-gmdvc/,distributed,,,,,,
7/22: Keeping Your AI Project on Track: Lessons from Building a Product Management Assistant,insight,published,2025-06-14,,2025-07-27,https://medium.com/building-piper-morgan/keeping-your-ai-project-on-track-lessons-from-building-a-product-management-assistant-32c8ed94248d,2025-07-27,https://www.linkedin.com/pulse/keeping-your-ai-project-track-lessons-from-building-product-crumlish-vcrrc/,distributed,,,,,,
The 48-hour rollercoaster: from working tests to ‘Failed attempt’ and back to ‘LIFE SAVER !!!”’,building,published,2025-06-26,,2025-07-28,https://medium.com/building-piper-morgan/the-48-hour-rollercoaster-from-working-tests-to-failed-attempt-and-back-to-life-saver-b4d9193ec579,2025-08-04,https://www.linkedin.com/pulse/48-hour-rollercoaster-from-working-tests-failed-attempt-crumlish-fysac/,distributed,,,,,,
7/20: The Technical Debt Reckoning,building,published,2025-06-26,,2025-07-28,https://medium.com/building-piper-morgan/the-technical-debt-reckoning-160bc294b0b5,2025-08-05,https://www.linkedin.com/pulse/technical-debt-reckoning-christian-crumlish-cacbc/?published=t,distributed,,,,,,
7/20: When Your Tests Tell You What Your Code Should Do,building,published,2025-06-27,,2025-07-29,https://medium.com/building-piper-morgan/when-your-tests-tell-you-what-your-code-should-do-c00a94c09c2c,2025-08-06,https://www.linkedin.com/pulse/when-your-tests-tell-you-what-code-should-do-christian-crumlish-9qtzc/,distributed,,,,,,
7/20: Following Your Own Patterns,building,published,2025-06-27,,2025-07-29,https://medium.com/building-piper-morgan/following-your-own-patterns-0822585cb51a,2025-08-07,https://www.linkedin.com/pulse/following-your-own-patterns-christian-crumlish-jjinc/,distributed,,,,,,
7/22: Battle-Testing GitHub Integration: When Recovery Becomes Learning,building,published,2025-06-29,,2025-07-29,https://medium.com/building-piper-morgan/battle-testing-your-architecture-when-recovery-becomes-learning-5243027aa9f6,2025-08-11,https://www.linkedin.com/pulse/battle-testing-your-architecture-when-recovery-christian-crumlish-ylbcc/,distributed,,,,,,
The Real Bugs Live in the UI (A Testing Reality Check),building,published,2025-07-01,,2025-07-30,https://medium.com/building-piper-morgan/the-real-bugs-live-in-the-ui-a-testing-reality-check-336d98a417e4,2025-08-12,https://www.linkedin.com/pulse/real-bugs-live-ui-testing-reality-check-christian-crumlish-fihkc/,distributed,,,,,,
The Day We Stopped Fighting the System,building,published,2025-07-03,,2025-07-30,https://medium.com/building-piper-morgan/the-day-we-stopped-fighting-the-system-or-how-i-stopped-worrying-and-learned-to-love-synthesis-7fc3aadc2a3b,2025-08-13,https://www.linkedin.com/pulse/day-we-stopped-fighting-system-christian-crumlish-fba6f/,distributed,,,Claude's POV!,,,
The Day We Taught Piper to Summarize (Almost),building,published,2025-07-04,,2025-07-30,https://medium.com/building-piper-morgan/the-day-we-taught-piper-to-summarize-almost-437a3ec04316,2025-08-14,https://www.linkedin.com/pulse/day-we-taught-piper-summarize-almost-christian-crumlish-adpqc/,distributed,,,,,,
The Zeno's Paradox of Debugging: A Weekend with Piper Morgan,building,published,2025-07-06,,2025-07-31,https://medium.com/building-piper-morgan/the-zenos-paradox-of-debugging-a-weekend-with-piper-morgan-03c685be122a,2025-08-15,https://www.linkedin.com/pulse/zenos-paradox-debugging-weekend-pipermorgan-christian-crumlish-hqowc/,distributed,,,,,,
The Debugging Cascade: A 90-Minute Journey Through Integration Hell,building,published,2025-07-07,,2025-07-31,https://medium.com/building-piper-morgan/the-debugging-cascade-a-90-minute-journey-through-integration-hell-7aaec260ede5,2025-08-18,https://www.linkedin.com/pulse/debugging-cascade-90-minute-journey-through-hell-christian-crumlish-9nvwc/,distributed,,,,,,
The Coordination Tax: When Copy-Paste Becomes Your Biggest Bottleneck,building,published,2025-07-08,,2025-07-31,https://medium.com/building-piper-morgan/the-coordination-tax-when-copy-paste-becomes-your-biggest-bottleneck-4e6f997a80cf,2025-08-19,https://www.linkedin.com/pulse/coordination-tax-when-copy-paste-becomes-your-biggest-crumlish-xeekc/,distributed,,,,,,
7/8: Two-Fisted Coding: Wrangling Robot Programmers When You're Just a PM,building,published,2025-07-08,,2025-08-01,https://medium.com/building-piper-morgan/two-fisted-coding-wrangling-robot-programmers-when-youre-just-a-pm-c619de609a42,2025-08-20,https://www.linkedin.com/pulse/two-fisted-coding-wrangling-robot-programmers-when-youre-crumlish-ks5tc/,distributed,,,,,,
"Three Bugs, One Victory: The Day We Finally Shipped PM-011",building,published,2025-07-12,,2025-08-01,https://medium.com/building-piper-morgan/three-bugs-one-victory-the-day-we-finally-shipped-pm-011-cc07dca2a5e9,2025-08-26,https://www.linkedin.com/pulse/three-bugs-one-victory-day-we-finally-shipped-pm-011-crumlish-oc3dc/,distributed,,,,,,
The AI Detective Squad: When Three Agents Solve One Mystery,building,published,2025-07-12,,2025-08-01,https://medium.com/building-piper-morgan/the-ai-detective-squad-when-three-agents-solve-one-mystery-987eb4c5cc42,2025-08-27,https://www.linkedin.com/pulse/ai-detective-squad-when-three-agents-solve-one-mystery-crumlish-plmfc/?published=t,distributed,,,,,,
The Demo That Needed Documentation,building,published,2025-05-30,,2025-08-02,https://medium.com/building-piper-morgan/the-demo-that-needed-documentation-ccb351b91629,2025-08-02,https://www.linkedin.com/pulse/demo-needed-documentation-christian-crumlish-c4exc/,distributed,,,,,,
7/11: When Claude Took a Break (And Gemini Stepped In),building,published,2025-05-30,,2025-08-02,https://medium.com/building-piper-morgan/when-claude-took-a-break-and-gemini-stepped-in-922fd802460e,2025-08-02,https://www.linkedin.com/pulse/when-claude-took-break-gemini-stepped-christian-crumlish-txchc/,distributed,,,,,,
Chasing Rabbits (A Debugging Story),building,published,2025-05-31,,2025-08-03,https://medium.com/building-piper-morgan/chasing-rabbits-a-debugging-story-40f084dc3095,2025-08-03,https://www.linkedin.com/pulse/chasing-rabbits-debugging-story-christian-crumlish-bjzgc/,distributed,,,,,,
When Your AI Writes 500 Lines of Boilerplate (And Why That's Actually Useful),building,published,2025-05-31,,2025-08-03,https://medium.com/building-piper-morgan/when-your-ai-writes-500-lines-of-boilerplate-and-why-thats-actually-useful-084611e312ea,2025-08-03,https://www.linkedin.com/pulse/when-your-ai-writes-500-lines-boilerplate-why-thats-useful-crumlish-7bqjc/,distributed,,,,,,
From 2% to 87%: The Great Test Suite Recovery,building,published,2025-07-13,,2025-08-04,https://medium.com/building-piper-morgan/from-2-to-87-the-great-test-suite-recovery-b7c3ef25cbdc,2025-08-28,https://www.linkedin.com/pulse/from-2-87-great-test-suite-recovery-christian-crumlish-otjac/,distributed,,,,,,
The Action Humanizer: Teaching AI to Speak Human,building,published,2025-07-13,,2025-08-04,https://medium.com/building-piper-morgan/the-action-humanizer-teaching-ai-to-speak-human-9fbbf6932838,2025-08-29,https://www.linkedin.com/pulse/action-humanizer-teaching-ai-speak-human-christian-crumlish-znyrc/,distributed,,,,,,
7/12: From Broken Tests to Perfect Architecture: The Great Cleanup of July 14,building,published,2025-07-14,,2025-08-04,https://medium.com/building-piper-morgan/from-broken-tests-to-perfect-architecture-the-great-cleanup-2575d3526323,2025-09-01,https://www.linkedin.com/pulse/from-broken-tests-perfect-architecture-great-cleanup-crumlish-yqiyc/?trackingId=k47Jvls8QuC4ZtS%2BkCLq0A%3D%3D,distributed,,,,,,
7/12: When the Pupil Outsmarts the Teacher?,building,published,2025-07-15,,2025-08-05,https://medium.com/building-piper-morgan/when-the-pupil-outsmarts-the-teacher-the-day-piper-outgrew-its-tests-cde7eb0b6605,2025-09-02,https://www.linkedin.com/pulse/when-pupil-outsmarts-teacher-day-piper-outgrew-its-tests-crumlish-z8qtc/,distributed,,,,,,
7/16 chat: When Your Tests Lie: A Victory Disguised as Crisis,building,published,2025-07-16,,2025-08-05,https://medium.com/building-piper-morgan/when-your-tests-lie-a-victory-disguised-as-crisis-c70e69a245ea,2025-09-03,https://www.linkedin.com/pulse/when-your-tests-lie-victory-disguised-crisis-christian-crumlish-hqd6c/,distributed,,,,,,
7/16 chat: The 5-Minute Day: When TDD Meets AI-Assisted Development,building,published,2025-07-17,,2025-08-05,https://medium.com/building-piper-morgan/the-5-minute-day-when-tdd-meets-ai-assisted-development-1e15183972a7,2025-09-04,https://www.linkedin.com/pulse/5-minute-day-when-tdd-meets-ai-assisted-development-crumlish-y35yc/,distributed,,,,,,
7/16 chat: The 40-minute miracle: how two AI agents achieved 642x performance in one session,building,published,2025-07-18,,2025-08-06,https://medium.com/building-piper-morgan/the-40-minute-miracle-how-two-ai-agents-achieved-642x-performance-in-one-session-a7d8ee906912,2025-09-05,https://www.linkedin.com/pulse/40-minute-miracle-how-two-ai-agents-achieved-642x-one-crumlish-uhdkc/?published=t,distributed,,,robot-relay,,,
7/20 chat: When Your Infrastructure Gets Smarter Than Your Tests,building,published,2025-07-20,,2025-08-06,https://medium.com/building-piper-morgan/when-your-infrastructure-gets-smarter-than-your-tests-2582f1c7b3d5,2025-09-08,https://www.linkedin.com/pulse/when-your-infrastructure-gets-smarter-than-tests-christian-crumlish-dseoc/?trackingId=3FsoSlj3TLyAl0i5132r3Q%3D%3D,distributed,,,robot-inspector,,,
7/20 chat: The Foundation Sprint: Why We Clean House Before Building New Rooms,building,published,2025-07-21,,2025-08-06,https://medium.com/building-piper-morgan/the-foundation-sprint-why-we-clean-house-before-building-new-rooms-12f37f759a92,2025-09-09,https://www.linkedin.com/pulse/foundation-sprint-why-we-clean-house-before-building-new-crumlish-kmv3f/?trackingId=YBkouQ2NQl296XaOA4E2Aw%3D%3D,distributed,,,robot-extension,,,
7/22: The Day We Finished Next Week's Work in One Day,building,published,2025-07-22,,2025-08-07,https://medium.com/building-piper-morgan/the-day-we-finished-next-weeks-work-in-one-day-ad5a228fbc0a,2025-09-10,https://www.linkedin.com/pulse/day-we-finished-next-weeks-work-one-christian-crumlish-leoqc/?published=t,distributed,,,robot-time-travel,,,
7/22: The Final Leap: When Prototype Becomes Production Tool (mislabeld as The Day We),building,published,2025-07-23,,2025-08-07,https://medium.com/building-piper-morgan/the-final-leap-when-prototype-becomes-prod-uction-tool-37128cf4fdf6,2025-09-11,https://www.linkedin.com/pulse/final-leap-when-prototype-becomes-production-tool-christian-crumlish-zyycc/?trackingId=wqJPUO1ZTtmawFPsV%2BebjQ%3D%3D,distributed,,,robot-fledgling,,,
7/22: PTSD (Patched-Test Stress Disorder) and Other Development Culture Innovations,building,published,2025-07-24,,2025-08-07,https://medium.com/building-piper-morgan/ptsd-patched-test-stress-disorder-and-other-development-culture-innovations-bef231301ab4,2025-09-12,https://www.linkedin.com/pulse/ptsd-patched-test-stress-disorder-other-development-culture-crumlish-ffipc/?trackingId=%2BzTukn9mSu2Q2sBDkzX%2FmA%3D%3D,distributed,,,robot-patches,,,
7/9: When the Bugs Lead You Home,building,published,2025-07-09,,2025-08-08,https://medium.com/building-piper-morgan/when-the-bugs-lead-you-home-c9ce09f192f1,2025-08-21,https://www.linkedin.com/pulse/when-bugs-lead-you-home-christian-crumlish-89w0c/,distributed,,,robot-bees,,,
7/9: The Bug That Made Us Smarter,building,published,2025-07-09,,2025-08-08,https://medium.com/building-piper-morgan/the-bug-that-made-us-smarter-cf1774978f51,2025-08-22,https://www.linkedin.com/pulse/bug-made-us-smarter-christian-crumlish-dbdhc/?published=t,distributed,,,robot-prof,,,
7/9: When Your Tests Pass But Your App Fails,building,published,2025-07-09,,2025-08-08,https://medium.com/building-piper-morgan/when-your-tests-pass-but-your-app-fails-3b3d6f3aeff1,2025-08-25,https://www.linkedin.com/pulse/when-your-tests-pass-app-fails-christian-crumlish-xfiyc/,distributed,,,robot-drivered,,,
8/6: Always Keep Something Showable: Demo Infrastructure for Hyperfast Development,insight,published,2025-06-14,,2025-08-09,https://medium.com/building-piper-morgan/always-keep-something-showable-demo-infrastructure-for-hyperfast-development-52d682510c10,2025-08-09,https://www.linkedin.com/pulse/always-keep-something-showable-demo-infrastructure-christian-crumlish-c9brc/,distributed,,,robot-toy,,,
The Demo That Broke (And Why That's Perfect),insight,published,2025-06-22,,2025-08-10,https://medium.com/building-piper-morgan/the-demo-that-broke-and-why-thats-perfect-5140d1657000,2025-08-10,https://www.linkedin.com/pulse/demo-broke-why-thats-perfect-christian-crumlish-ueirc/,distributed,,,robot-kitsugi,,,
8/6: When 300 Files Work as One: The Perfect Storm,building,published,2025-07-25,,2025-08-11,https://medium.com/building-piper-morgan/when-300-files-work-as-one-the-perfect-storm-f8ff692dbbf8,2025-09-15,https://www.linkedin.com/pulse/when-300-files-work-one-perfect-storm-christian-crumlish-qz2tc/,distributed,,,robot-files,,,
7/26: The Accidental Methodology Stress Test: When Success Creates Its Own Blind Spots,building,published,2025-07-26,,2025-08-11,https://medium.com/building-piper-morgan/7511ff6368a9,2025-09-16,https://www.linkedin.com/pulse/accidental-methodology-stress-test-when-success-creates-crumlish-3vjuc/?published=t,distributed,,,robot-donuts,,,
7/27: Engineering Excellence in a Gödel-Incomplete Universe,building,published,2025-07-27,,2025-08-11,https://medium.com/building-piper-morgan/engineering-excellence-in-g%C3%B6dels-incomplete-universe-7d4ea25d03fe,2025-09-17,https://www.linkedin.com/pulse/engineering-excellence-g%25C3%25B6del-incomplete-universe-christian-crumlish-9jqcc/,distributed,,,robot-mobius,,,
7/27: The Day We Didn't Just Integrate Slack But Started Incorporating Spatial Intelligence,building,published,2025-07-28,,2025-08-12,https://medium.com/building-piper-morgan/the-day-we-didnt-just-integrate-slack-but-started-incorporating-spatial-intelligence-a1f5fc08b053,2025-09-18,https://www.linkedin.com/pulse/how-spatial-intelligence-help-piper-work-slack-other-crumlish-lg2if/?trackingId=8wTeqoAUTGKxkWwrWmynpw%3D%3D,distributed,,,robot-rooms,,,
7/29: To Live Outside the Law You Must Be Honest: Debugging an Unorthodox Slack Integration,building,published,2025-07-29,,2025-08-12,https://medium.com/building-piper-morgan/to-live-outside-the-law-you-must-be-honest-debugging-an-unorthodox-slack-integration-e521b612bf58,2025-09-19,https://www.linkedin.com/pulse/live-outside-law-you-must-honest-debugging-unorthodox-crumlish-z24ic/,distributed,,,robot-outlaw,,,
7/29: The Day Crisis Became Methodology: From Runaway Workflows to Historic Productivity,building,published,2025-07-30,,2025-08-12,https://medium.com/building-piper-morgan/the-day-crisis-became-methodology-from-runaway-workflows-to-historic-productivity-57c4bc5529f7,2025-09-22,https://www.linkedin.com/pulse/day-crisis-became-methodology-from-runaway-workflows-crumlish-cbcpc/,distributed,,,robot-lava,,,
7/31: When Your Tools Stop Crying Wolf,building,published,2025-07-31,,2025-08-13,https://medium.com/building-piper-morgan/when-your-tools-stop-crying-wolf-de7a1feed708,2025-09-23,https://www.linkedin.com/pulse/when-your-tools-stop-crying-wolf-christian-crumlish-ybbhc/?trackingId=lbVArAj2TBWbjzITy2WF%2BA%3D%3D,distributed,,,robot-wolf,,,
7/31: The 71-Minute Cascade Killer: When Systematic Methodology Meets Production Reality,building,published,2025-08-01,,2025-08-13,https://medium.com/building-piper-morgan/the-71-minute-cascade-killer-when-systematic-methodology-meets-production-reality-bf217794054d,2025-09-24,https://www.linkedin.com/pulse/71-minute-cascade-killer-when-systematic-methodology-meets-crumlish-asycc/?trackingId=z4cb5EEZT8KKsSQDZnmtHg%3D%3D,distributed,,,robot-landslide,,,
7/31: Saturday Reflection: Why Ethics Can't Be an Afterthought,building,published,2025-08-02,,2025-08-13,https://medium.com/building-piper-morgan/taking-a-saturday-to-remember-why-ethics-cant-be-an-afterthought-07e55d3cff93,2025-09-25,https://www.linkedin.com/pulse/why-ethical-ai-cant-afterthought-christian-crumlish-ykuyc/,distributed,,,robo-ethics,,,
8/3: Weekend Sprint Chronicles: Six Infrastructure Victories and a Dead Show,building,published,2025-08-03,,2025-08-14,https://medium.com/building-piper-morgan/weekend-sprint-chronicles-six-infrastructure-victories-and-a-dead-show-495a9ed09430,2025-09-26,https://www.linkedin.com/pulse/weekend-sprint-chronicles-six-infrastructure-dead-show-crumlish-saykc/?trackingId=A7ZkH707TB2PxNyNMFBaiw%3D%3D,distributed,,,robot-dead,,,
8/3: Privacy-First Intelligence: How We Proved Metadata Learning Works,building,published,2025-08-04,,2025-08-14,https://medium.com/p/53a11201e5fd/edit,2025-09-29,https://www.linkedin.com/pulse/privacy-first-intelligence-how-we-proved-metadata-work-crumlish-pmauc/,distributed,,,robot-meta,,,
8/3: Five Short Stories About Systematic Development,building,published,2025-08-05,,2025-08-14,https://medium.com/p/b399fc60adc0/edit,2025-09-30,https://www.linkedin.com/pulse/five-short-stories-systematic-development-christian-crumlish-avmfc/?trackingId=EL4nJVpKTbGUDziEpRIefQ%3D%3D,distributed,,,robot-stories,,,
8/6: Building Reliable AI Workflows When the Stakes Actually Matter: How a Trust Crisis Transformed Our Spring Cleaning Sprint,building,published,2025-08-06,,2025-08-15,https://medium.com/building-piper-morgan/building-reliable-ai-workflows-when-the-stakes-actually-matter-how-a-trust-crisis-transformed-our-0f4ee7ec840e,2025-10-01,https://www.linkedin.com/pulse/building-reliable-ai-workflows-when-stakes-actually-matter-crumlish-n54mc/,distributed,,,robot-cherry-tree,,,
8/6: When 44 Minutes of Foundation Work Enables 9 Minutes of Magic,building,published,2025-08-07,,2025-08-15,https://medium.com/building-piper-morgan/when-44-minutes-of-foundation-work-enables-9-minutes-of-magic-f18755220580,2025-10-02,https://www.linkedin.com/pulse/when-44-minutes-foundation-work-enables-9-magic-christian-crumlish-6ghpc/,distributed,,,robot-sensation,,,
